REQUEST_ID,USER_ID,REQUEST_TYPE,CREATED_DATE,COMPLETED_DATE,STATUS,PRIORITY
3727,4806,Technical Bug,5/9/2024,,In Progress,Low
3728,2014,Login Issue,4/1/2024,,In Progress,Low
3729,2093,Technical Bug,3/17/2024,3/27/2024,Closed,High
3730,4895,Account Update,4/13/2024,4/18/2024,Closed,Medium
3731,4282,Technical Bug,3/4/2024,,In Progress,High
3732,2124,Technical Bug,5/20/2024,,In Progress,Medium
3733,1697,Account Update,2/23/2024,2/27/2024,Closed,Low
3734,3179,Payment Issue,5/19/2024,,Open,Low
3735,4694,Refund Request,5/25/2024,,Open,High
3736,2404,Login Issue,1/18/2024,1/21/2024,Closed,Medium
3737,2155,Refund Request,5/24/2024,5/28/2024,Closed,Low
3738,2043,Login Issue,6/15/2024,,In Progress,Medium
3739,2929,Refund Request,3/26/2024,,In Progress,Low
3740,3583,Technical Bug,5/20/2024,,Open,High
3741,2013,Payment Issue,2/14/2024,2/21/2024,Closed,Low
3742,1226,Technical Bug,5/7/2024,,Open,Low
3743,4225,Payment Issue,4/11/2024,4/18/2024,Closed,Low
3744,2828,Account Update,4/26/2024,4/30/2024,Closed,Low
3745,4813,Login Issue,5/26/2024,,Open,Medium
3746,2492,Login Issue,5/26/2024,,Open,Medium
3747,1821,Account Update,1/21/2024,,Open,Medium
3748,3023,Refund Request,1/24/2024,,Open,Medium
3749,1870,Account Update,6/6/2024,,In Progress,Low
3750,3452,Account Update,2/17/2024,,Open,Medium
3751,3249,Payment Issue,6/11/2024,,Open,High
3752,3085,Account Update,4/19/2024,,Open,Low
3753,3989,Login Issue,2/28/2024,,In Progress,Low
3754,2795,Technical Bug,1/17/2024,1/24/2024,Closed,Medium
3755,1187,Payment Issue,2/17/2024,,Open,Low
3756,2080,Payment Issue,2/24/2024,3/3/2024,Closed,Low
3757,1940,Refund Request,5/16/2024,5/26/2024,Closed,Medium
3758,4091,Technical Bug,3/17/2024,3/22/2024,Closed,High
3759,3320,Payment Issue,1/14/2024,1/22/2024,Closed,Medium
3760,4190,Account Update,6/2/2024,,Open,Medium
3761,3630,Payment Issue,6/28/2024,,In Progress,Low
3762,3563,Payment Issue,3/25/2024,3/28/2024,Closed,Medium
3763,4292,Payment Issue,2/13/2024,2/19/2024,Closed,Medium
3764,1525,Refund Request,5/18/2024,,Open,Medium
3765,4586,Payment Issue,2/20/2024,,In Progress,Low
3766,4799,Payment Issue,6/18/2024,6/20/2024,Closed,Medium
3767,4812,Refund Request,6/11/2024,,Open,High
3768,1335,Technical Bug,3/4/2024,,Open,Medium
3769,3745,Login Issue,4/4/2024,4/6/2024,Closed,Low
3770,2078,Refund Request,5/25/2024,6/1/2024,Closed,Low
3771,3547,Refund Request,5/21/2024,,In Progress,Low
3772,3947,Payment Issue,4/29/2024,5/7/2024,Closed,Low
3773,4959,Payment Issue,2/18/2024,2/23/2024,Closed,High
3774,3813,Login Issue,5/24/2024,,Open,Medium
3775,3583,Payment Issue,5/28/2024,6/5/2024,Closed,Medium
3776,1161,Account Update,5/21/2024,,In Progress,High
3777,4741,Payment Issue,1/3/2024,1/10/2024,Closed,Low
3778,1593,Payment Issue,6/7/2024,,Open,Medium
3779,2938,Account Update,2/16/2024,,Open,Low
3780,3206,Login Issue,6/20/2024,,Open,Low
3781,4259,Account Update,1/17/2024,1/27/2024,Closed,Low
3782,1059,Refund Request,3/21/2024,,In Progress,High
3783,3962,Account Update,1/27/2024,,Open,Medium
3784,4888,Technical Bug,3/11/2024,3/16/2024,Closed,Low
3785,4390,Refund Request,3/30/2024,4/8/2024,Closed,Medium
3786,2901,Payment Issue,5/9/2024,,In Progress,Low
3787,3258,Refund Request,3/20/2024,3/21/2024,Closed,Low
3788,1405,Login Issue,4/18/2024,,Open,Medium
3789,1663,Login Issue,3/27/2024,,Open,Low
3790,2132,Account Update,1/6/2024,1/9/2024,Closed,High
3791,2099,Refund Request,4/10/2024,,In Progress,Medium
3792,1541,Payment Issue,5/25/2024,,Open,Low
3793,2337,Login Issue,2/24/2024,2/28/2024,Closed,Low
3794,1997,Payment Issue,3/7/2024,3/16/2024,Closed,Medium
3795,2140,Technical Bug,5/26/2024,5/27/2024,Closed,Low
3796,3974,Login Issue,3/14/2024,,Open,Medium
3797,1867,Account Update,5/18/2024,,In Progress,Medium
3798,4775,Technical Bug,4/5/2024,4/15/2024,Closed,Medium
3799,3066,Refund Request,6/13/2024,6/22/2024,Closed,Medium
3800,1431,Payment Issue,3/26/2024,3/31/2024,Closed,High
3801,4756,Login Issue,5/11/2024,,In Progress,Low
3802,1739,Technical Bug,1/13/2024,1/20/2024,Closed,Low
3803,2373,Technical Bug,3/10/2024,3/17/2024,Closed,Medium
3804,1182,Login Issue,4/2/2024,4/4/2024,Closed,Low
3805,3160,Refund Request,5/9/2024,5/13/2024,Closed,Medium
3806,2206,Refund Request,3/29/2024,,Open,Medium
3807,3528,Account Update,6/8/2024,,In Progress,Low
3808,2169,Refund Request,3/3/2024,,In Progress,Low
3809,1830,Account Update,2/29/2024,3/7/2024,Closed,Medium
3810,2651,Technical Bug,6/2/2024,6/9/2024,Closed,High
3811,2136,Login Issue,5/29/2024,,Open,Low
3812,3810,Refund Request,3/14/2024,,In Progress,Medium
3813,1475,Account Update,5/11/2024,5/21/2024,Closed,Medium
3814,3810,Technical Bug,5/23/2024,6/2/2024,Closed,Low
3815,2326,Refund Request,3/3/2024,,In Progress,Low
3816,1970,Payment Issue,6/18/2024,6/26/2024,Closed,Low
3817,4896,Technical Bug,6/9/2024,,In Progress,Medium
3818,2019,Refund Request,5/20/2024,5/25/2024,Closed,Medium
3819,2141,Technical Bug,2/15/2024,2/17/2024,Closed,High
3820,2836,Login Issue,5/20/2024,5/22/2024,Closed,Low
3821,1160,Login Issue,2/2/2024,2/4/2024,Closed,High
3822,3448,Login Issue,5/2/2024,,In Progress,Medium
3823,1197,Payment Issue,1/14/2024,1/17/2024,Closed,Low
3824,2283,Login Issue,1/8/2024,1/17/2024,Closed,Low
3825,1659,Payment Issue,3/26/2024,,Open,Medium
3826,2775,Login Issue,6/22/2024,,Open,High
3827,2070,Technical Bug,5/5/2024,5/7/2024,Closed,Medium
3828,3010,Refund Request,5/8/2024,5/13/2024,Closed,Medium
3829,1398,Refund Request,2/28/2024,,In Progress,Low
3830,2733,Login Issue,2/29/2024,3/5/2024,Closed,Low
3831,2582,Refund Request,2/18/2024,2/24/2024,Closed,Low
3832,3125,Login Issue,3/20/2024,3/21/2024,Closed,Low
3833,3171,Login Issue,4/2/2024,4/3/2024,Closed,Medium
3834,1074,Account Update,3/1/2024,,In Progress,High
3835,4942,Account Update,4/25/2024,5/2/2024,Closed,Low
3836,3184,Account Update,1/23/2024,,Open,Medium
3837,1601,Payment Issue,5/12/2024,5/22/2024,Closed,Low
3838,4471,Account Update,3/25/2024,,Open,Low
3839,1836,Login Issue,4/29/2024,5/2/2024,Closed,Low
3840,2528,Technical Bug,5/7/2024,,Open,Low
3841,1499,Account Update,2/19/2024,2/25/2024,Closed,Low
3842,2596,Account Update,6/12/2024,,Open,Low
3843,1137,Technical Bug,5/27/2024,,Open,Medium
3844,3097,Login Issue,2/12/2024,2/21/2024,Closed,Low
3845,2794,Payment Issue,5/15/2024,,Open,Medium
3846,1972,Account Update,6/17/2024,,Open,Low
3847,2642,Technical Bug,1/25/2024,2/4/2024,Closed,High
3848,4696,Login Issue,4/25/2024,,Open,High
3849,2885,Refund Request,1/7/2024,,Open,High
3850,3301,Payment Issue,4/24/2024,,Open,Medium
3851,4701,Technical Bug,3/26/2024,,In Progress,Medium
3852,3028,Technical Bug,6/9/2024,6/15/2024,Closed,Low
3853,3757,Technical Bug,2/7/2024,2/15/2024,Closed,Medium
3854,4920,Account Update,1/12/2024,,In Progress,Low
3855,2900,Refund Request,5/3/2024,,Open,Low
3856,3610,Payment Issue,2/13/2024,2/23/2024,Closed,Low
3857,3804,Login Issue,2/22/2024,,In Progress,Medium
3858,4986,Login Issue,1/14/2024,1/21/2024,Closed,Low
3859,2449,Refund Request,4/1/2024,,In Progress,High
3860,1546,Technical Bug,2/21/2024,,In Progress,Low
3861,4373,Technical Bug,6/28/2024,,Open,High
3862,1921,Technical Bug,2/15/2024,,In Progress,Low
3863,1580,Technical Bug,6/17/2024,,In Progress,Medium
3864,2372,Technical Bug,5/9/2024,5/13/2024,Closed,Medium
3865,4903,Refund Request,6/25/2024,,In Progress,Medium
3866,2956,Account Update,4/9/2024,,Open,Medium
3867,3003,Payment Issue,4/19/2024,4/27/2024,Closed,Medium
3868,3096,Technical Bug,1/28/2024,,Open,Medium
3869,3964,Account Update,4/20/2024,,Open,Medium
3870,4145,Login Issue,2/1/2024,2/8/2024,Closed,Medium
3871,1703,Refund Request,4/1/2024,4/8/2024,Closed,Low
3872,3308,Account Update,3/16/2024,3/20/2024,Closed,Low
3873,3403,Technical Bug,1/22/2024,1/31/2024,Closed,Low
3874,4653,Technical Bug,6/18/2024,6/24/2024,Closed,High
3875,2625,Technical Bug,4/21/2024,,Open,Medium
3876,4331,Account Update,6/5/2024,6/7/2024,Closed,Low
3877,1637,Technical Bug,4/13/2024,,In Progress,Low
3878,3790,Account Update,3/8/2024,3/13/2024,Closed,Medium
3879,4366,Technical Bug,6/9/2024,6/19/2024,Closed,Low
3880,2009,Login Issue,6/22/2024,6/27/2024,Closed,Medium
3881,3978,Login Issue,5/16/2024,5/18/2024,Closed,Medium
3882,1640,Payment Issue,2/7/2024,2/8/2024,Closed,Medium
3883,3839,Technical Bug,3/20/2024,,In Progress,High
3884,4384,Technical Bug,1/26/2024,2/3/2024,Closed,Medium
3885,3659,Account Update,2/12/2024,2/21/2024,Closed,Medium
3886,2861,Account Update,1/27/2024,1/28/2024,Closed,Medium
3887,3856,Technical Bug,1/11/2024,1/17/2024,Closed,Medium
3888,2205,Payment Issue,4/16/2024,4/23/2024,Closed,High
3889,1685,Technical Bug,6/2/2024,6/9/2024,Closed,Medium
3890,2851,Account Update,3/18/2024,3/22/2024,Closed,Low
3891,4435,Technical Bug,2/26/2024,2/27/2024,Closed,High
3892,1187,Account Update,1/1/2024,1/4/2024,Closed,Medium
3893,4640,Technical Bug,1/11/2024,,In Progress,Low
3894,4614,Refund Request,6/6/2024,6/11/2024,Closed,Medium
3895,2619,Account Update,3/28/2024,,In Progress,Low
3896,2687,Payment Issue,5/11/2024,,Open,High
3897,1984,Refund Request,3/26/2024,,Open,High
3898,1547,Technical Bug,4/19/2024,4/27/2024,Closed,Low
3899,3772,Account Update,3/12/2024,3/13/2024,Closed,High
3900,3973,Refund Request,4/20/2024,4/28/2024,Closed,Medium
3901,2431,Payment Issue,2/2/2024,,Open,Medium
3902,1875,Account Update,6/9/2024,,Open,Low
3903,1617,Refund Request,3/14/2024,3/21/2024,Closed,Low
3904,3461,Refund Request,3/6/2024,,Open,Medium
3905,2365,Refund Request,4/17/2024,4/21/2024,Closed,Low
3906,2243,Login Issue,1/4/2024,1/13/2024,Closed,Medium
3907,1902,Technical Bug,6/27/2024,7/4/2024,Closed,High
3908,1162,Account Update,6/3/2024,,Open,High
3909,2974,Account Update,2/2/2024,,Open,Low
3910,4291,Account Update,4/14/2024,4/15/2024,Closed,Low
3911,1269,Refund Request,5/5/2024,,Open,High
3912,1631,Technical Bug,3/24/2024,3/26/2024,Closed,Medium
3913,1905,Payment Issue,3/17/2024,,In Progress,High
3914,4919,Account Update,3/23/2024,,Open,Medium
3915,4471,Technical Bug,2/1/2024,,Open,Medium
3916,4253,Technical Bug,4/25/2024,,Open,Low
3917,3014,Login Issue,6/4/2024,,In Progress,Low
3918,2641,Account Update,1/19/2024,,Open,Low
3919,4800,Refund Request,6/7/2024,,In Progress,Low
3920,1204,Technical Bug,2/22/2024,2/29/2024,Closed,Medium
3921,1581,Technical Bug,3/28/2024,3/29/2024,Closed,Medium
3922,2579,Payment Issue,6/8/2024,,Open,Medium
3923,1840,Login Issue,1/9/2024,1/13/2024,Closed,High
3924,2836,Technical Bug,6/27/2024,6/30/2024,Closed,Medium
3925,2251,Technical Bug,3/23/2024,3/31/2024,Closed,Medium
3926,2719,Refund Request,5/30/2024,6/3/2024,Closed,High
3927,2642,Refund Request,1/25/2024,1/28/2024,Closed,Medium
3928,3643,Payment Issue,6/22/2024,6/29/2024,Closed,Low
3929,4921,Payment Issue,6/20/2024,6/28/2024,Closed,Medium
3930,3297,Payment Issue,4/27/2024,5/7/2024,Closed,Medium
3931,1874,Refund Request,3/7/2024,3/16/2024,Closed,Medium
3932,2464,Refund Request,5/6/2024,,Open,Low
3933,4604,Login Issue,6/4/2024,6/7/2024,Closed,Low
3934,3243,Account Update,3/18/2024,3/22/2024,Closed,Low
3935,1689,Account Update,5/31/2024,,Open,Low
3936,3010,Login Issue,2/25/2024,2/27/2024,Closed,Medium
3937,4590,Account Update,2/19/2024,,Open,Medium
3938,4141,Refund Request,4/10/2024,,Open,Medium
3939,3686,Account Update,1/3/2024,,In Progress,Low
3940,2422,Refund Request,1/23/2024,2/1/2024,Closed,Low
3941,3001,Login Issue,6/10/2024,6/12/2024,Closed,Medium
3942,1671,Payment Issue,1/9/2024,,In Progress,Medium
3943,4831,Login Issue,3/22/2024,,Open,High
3944,4274,Account Update,2/28/2024,,In Progress,Medium
3945,2171,Refund Request,3/6/2024,,Open,Medium
3946,2495,Account Update,5/29/2024,6/1/2024,Closed,Medium
3947,4726,Account Update,4/24/2024,4/26/2024,Closed,High
3948,1943,Payment Issue,2/4/2024,,In Progress,High
3949,3246,Account Update,6/7/2024,6/9/2024,Closed,High
3950,4988,Payment Issue,3/18/2024,3/26/2024,Closed,High
3951,2449,Refund Request,4/18/2024,4/23/2024,Closed,Medium
3952,4737,Refund Request,2/17/2024,,Open,Low
3953,3539,Payment Issue,2/22/2024,2/28/2024,Closed,Medium
3954,4959,Login Issue,3/15/2024,,Open,Low
3955,1895,Refund Request,2/1/2024,2/10/2024,Closed,Low
3956,3189,Login Issue,3/28/2024,4/4/2024,Closed,Medium
3957,2336,Refund Request,5/19/2024,,In Progress,Medium
3958,1164,Refund Request,3/2/2024,3/9/2024,Closed,Medium
3959,3361,Technical Bug,1/3/2024,1/6/2024,Closed,Low
3960,3068,Account Update,1/6/2024,,Open,Medium
3961,2105,Account Update,5/6/2024,,Open,High
3962,4652,Login Issue,4/21/2024,4/29/2024,Closed,Medium
3963,4202,Account Update,1/12/2024,1/18/2024,Closed,Medium
3964,4670,Login Issue,2/22/2024,3/2/2024,Closed,Medium
3965,2753,Refund Request,5/27/2024,6/3/2024,Closed,High
3966,4031,Technical Bug,5/13/2024,,Open,Low
3967,3352,Technical Bug,3/24/2024,3/27/2024,Closed,Low
3968,2938,Refund Request,5/21/2024,,Open,Low
3969,1370,Payment Issue,6/17/2024,,Open,Medium
3970,2880,Payment Issue,2/18/2024,,Open,Low
3971,1852,Account Update,4/17/2024,4/21/2024,Closed,Medium
3972,1383,Login Issue,3/24/2024,4/3/2024,Closed,Low
3973,2931,Technical Bug,4/13/2024,,Open,Low
3974,3492,Account Update,4/4/2024,4/12/2024,Closed,Low
3975,1424,Refund Request,1/31/2024,2/1/2024,Closed,High
3976,3208,Technical Bug,6/4/2024,,In Progress,Medium
3977,4249,Login Issue,1/12/2024,1/19/2024,Closed,Low
3978,1628,Login Issue,1/16/2024,,Open,Low
3979,4779,Payment Issue,6/11/2024,,In Progress,Medium
3980,1894,Account Update,2/13/2024,,Open,Medium
3981,3537,Refund Request,3/8/2024,3/14/2024,Closed,Medium
3982,4064,Technical Bug,5/17/2024,5/25/2024,Closed,High
3983,3374,Login Issue,1/3/2024,,Open,Medium
3984,1597,Technical Bug,1/31/2024,2/3/2024,Closed,High
3985,4062,Refund Request,6/28/2024,,Open,Low
3986,3336,Technical Bug,4/25/2024,,In Progress,High
3987,1592,Account Update,1/5/2024,,Open,Medium
3988,2687,Payment Issue,1/5/2024,1/8/2024,Closed,Low
3989,4644,Technical Bug,3/6/2024,3/16/2024,Closed,Low
3990,1572,Payment Issue,1/15/2024,,Open,Medium
3991,4425,Refund Request,5/28/2024,6/3/2024,Closed,Low
3992,3075,Payment Issue,4/10/2024,,In Progress,Medium
3993,4001,Technical Bug,1/11/2024,1/14/2024,Closed,Medium
3994,3090,Technical Bug,2/11/2024,2/21/2024,Closed,Low
3995,2704,Login Issue,3/6/2024,3/9/2024,Closed,Low
3996,3470,Technical Bug,4/3/2024,,In Progress,High
3997,4669,Payment Issue,3/1/2024,,Open,Low
3998,1176,Login Issue,2/29/2024,3/6/2024,Closed,Low
3999,1528,Technical Bug,5/21/2024,,Open,Low
4000,2633,Technical Bug,4/29/2024,,In Progress,High
4001,1965,Refund Request,5/12/2024,5/14/2024,Closed,Medium
4002,2517,Login Issue,1/31/2024,,In Progress,Medium
4003,1197,Refund Request,2/17/2024,,In Progress,Low
4004,3657,Refund Request,2/1/2024,,Open,Medium
4005,4648,Refund Request,2/26/2024,,Open,Low
4006,3889,Account Update,6/10/2024,,Open,Medium
4007,1852,Refund Request,4/4/2024,4/8/2024,Closed,Low
4008,4588,Payment Issue,6/3/2024,6/5/2024,Closed,Medium
4009,2537,Technical Bug,3/22/2024,3/29/2024,Closed,Medium
4010,3069,Account Update,1/5/2024,1/10/2024,Closed,Low
4011,4183,Refund Request,1/17/2024,1/26/2024,Closed,High
4012,2080,Technical Bug,4/26/2024,5/4/2024,Closed,Low
4013,4137,Login Issue,6/14/2024,,Open,Low
4014,3889,Login Issue,5/2/2024,,Open,High
4015,1097,Technical Bug,2/17/2024,2/25/2024,Closed,Low
4016,4215,Payment Issue,2/18/2024,2/28/2024,Closed,Low
4017,2903,Technical Bug,6/17/2024,,In Progress,Medium
4018,1434,Technical Bug,1/22/2024,2/1/2024,Closed,Low
4019,1636,Account Update,1/19/2024,1/27/2024,Closed,High
4020,4750,Login Issue,4/22/2024,4/30/2024,Closed,Low
4021,4157,Login Issue,4/10/2024,,Open,Low
4022,1587,Refund Request,5/9/2024,,Open,High
4023,1343,Technical Bug,2/2/2024,,Open,Low
4024,2317,Technical Bug,3/29/2024,,Open,High
4025,2979,Payment Issue,5/13/2024,5/22/2024,Closed,Low
4026,1570,Login Issue,1/11/2024,1/13/2024,Closed,Low
4027,4721,Payment Issue,1/27/2024,1/31/2024,Closed,Low
4028,1610,Account Update,6/21/2024,6/27/2024,Closed,Low
4029,2727,Refund Request,1/31/2024,,Open,Medium
4030,3290,Payment Issue,3/31/2024,4/5/2024,Closed,Low
4031,2854,Login Issue,6/20/2024,6/26/2024,Closed,Medium
4032,3608,Account Update,6/17/2024,,In Progress,Low
4033,1959,Technical Bug,2/16/2024,,In Progress,Low
4034,3079,Account Update,3/19/2024,3/21/2024,Closed,Low
4035,3438,Payment Issue,1/2/2024,1/12/2024,Closed,Medium
4036,3324,Login Issue,5/22/2024,,Open,Low
4037,1531,Payment Issue,1/20/2024,,Open,Low
4038,2177,Technical Bug,5/10/2024,,In Progress,High
4039,3430,Technical Bug,4/15/2024,4/23/2024,Closed,Low
4040,2091,Login Issue,2/8/2024,2/12/2024,Closed,Low
4041,2901,Refund Request,3/14/2024,,In Progress,Low
4042,1883,Account Update,3/30/2024,4/7/2024,Closed,Low
4043,3261,Account Update,5/17/2024,,Open,Medium
4044,2678,Technical Bug,6/16/2024,,Open,Low
4045,3423,Payment Issue,5/20/2024,,Open,Medium
4046,3791,Payment Issue,2/13/2024,2/20/2024,Closed,Medium
4047,3260,Refund Request,2/1/2024,2/5/2024,Closed,High
4048,3126,Payment Issue,1/30/2024,,In Progress,Low
4049,2749,Account Update,5/8/2024,5/17/2024,Closed,Medium
4050,3675,Payment Issue,2/22/2024,,Open,Low
4051,3651,Refund Request,3/16/2024,,Open,Medium
4052,1781,Account Update,2/13/2024,2/23/2024,Closed,Medium
4053,4994,Payment Issue,2/4/2024,,In Progress,Low
4054,4452,Account Update,6/16/2024,,Open,Medium
4055,4048,Technical Bug,2/14/2024,,In Progress,Medium
4056,3727,Technical Bug,5/3/2024,5/8/2024,Closed,Low
4057,3105,Technical Bug,4/25/2024,,Open,Low
4058,4867,Payment Issue,5/3/2024,,In Progress,Low
4059,4097,Refund Request,5/17/2024,,Open,Low
4060,1880,Account Update,2/16/2024,2/17/2024,Closed,Low
4061,1446,Login Issue,5/31/2024,,Open,Medium
4062,3113,Technical Bug,1/18/2024,,In Progress,Low
4063,4992,Technical Bug,3/12/2024,,In Progress,Low
4064,2783,Login Issue,5/2/2024,,In Progress,Medium
4065,2277,Login Issue,6/22/2024,,Open,Medium
4066,4970,Payment Issue,6/19/2024,,Open,High
4067,2991,Account Update,3/17/2024,3/22/2024,Closed,High
4068,2067,Technical Bug,5/23/2024,,Open,Medium
4069,4168,Refund Request,5/21/2024,5/27/2024,Closed,Low
4070,2577,Payment Issue,1/9/2024,1/13/2024,Closed,Medium
4071,2011,Payment Issue,3/9/2024,,Open,Medium
4072,3274,Refund Request,3/1/2024,3/7/2024,Closed,Medium
4073,1773,Refund Request,1/11/2024,,In Progress,Low
4074,3726,Refund Request,5/26/2024,,In Progress,Medium
4075,4507,Login Issue,3/4/2024,3/11/2024,Closed,Medium
4076,2814,Technical Bug,2/7/2024,2/12/2024,Closed,Low
4077,3648,Login Issue,1/10/2024,,Open,Medium
4078,3426,Technical Bug,1/16/2024,,Open,Low
4079,2201,Login Issue,3/9/2024,3/10/2024,Closed,Medium
4080,2450,Account Update,2/11/2024,,In Progress,Medium
4081,4986,Technical Bug,2/13/2024,,Open,Low
4082,3756,Payment Issue,6/11/2024,,Open,High
4083,1306,Technical Bug,6/12/2024,,Open,High
4084,1778,Technical Bug,5/29/2024,,Open,Low
4085,3551,Technical Bug,1/24/2024,,Open,Low
4086,3315,Account Update,5/19/2024,5/27/2024,Closed,Medium
4087,4657,Login Issue,2/4/2024,2/5/2024,Closed,Medium
4088,1007,Payment Issue,2/19/2024,,Open,Medium
4089,4991,Login Issue,3/23/2024,,Open,Medium
4090,3555,Login Issue,3/18/2024,3/26/2024,Closed,High
4091,1475,Refund Request,2/9/2024,2/12/2024,Closed,Medium
4092,2320,Account Update,1/22/2024,,Open,Low
4093,3211,Refund Request,6/23/2024,,In Progress,Medium
4094,1484,Account Update,3/15/2024,3/24/2024,Closed,Medium
4095,4668,Login Issue,3/6/2024,3/10/2024,Closed,High
4096,4143,Login Issue,5/17/2024,,In Progress,Low
4097,3614,Account Update,6/19/2024,6/22/2024,Closed,Medium
4098,1904,Login Issue,4/3/2024,,In Progress,Medium
4099,1558,Login Issue,6/1/2024,,In Progress,Medium
4100,4982,Payment Issue,4/19/2024,,Open,Low
4101,2967,Refund Request,2/16/2024,,In Progress,High
4102,3285,Refund Request,5/14/2024,,Open,Medium
4103,2127,Refund Request,4/13/2024,,Open,High
4104,2233,Technical Bug,6/4/2024,,In Progress,Low
4105,3601,Payment Issue,3/20/2024,,In Progress,Medium
4106,3875,Refund Request,2/14/2024,2/15/2024,Closed,High
4107,1467,Refund Request,4/10/2024,,Open,High
4108,4525,Payment Issue,1/12/2024,1/21/2024,Closed,High
4109,4339,Login Issue,3/23/2024,3/29/2024,Closed,Low
4110,3433,Refund Request,4/22/2024,,Open,Medium
4111,3822,Login Issue,1/11/2024,,In Progress,Low
4112,1847,Refund Request,5/10/2024,5/13/2024,Closed,Low
4113,3434,Account Update,3/1/2024,,Open,Low
4114,3924,Technical Bug,2/25/2024,,Open,Medium
4115,1258,Refund Request,5/1/2024,5/8/2024,Closed,Medium
4116,1282,Account Update,1/26/2024,1/29/2024,Closed,Medium
4117,2649,Payment Issue,3/26/2024,,Open,Medium
4118,2898,Account Update,2/3/2024,2/10/2024,Closed,Low
4119,1039,Payment Issue,5/23/2024,,Open,High
4120,3533,Refund Request,6/15/2024,6/23/2024,Closed,Low
4121,3976,Payment Issue,5/13/2024,5/21/2024,Closed,Medium
4122,3267,Account Update,4/19/2024,,Open,Medium
4123,4200,Technical Bug,3/12/2024,3/19/2024,Closed,High
4124,2014,Login Issue,6/28/2024,7/3/2024,Closed,High
4125,4071,Login Issue,6/1/2024,6/10/2024,Closed,Low
4126,4591,Technical Bug,2/25/2024,3/6/2024,Closed,Low
4127,1612,Login Issue,3/23/2024,,In Progress,Medium
4128,3975,Refund Request,5/26/2024,,In Progress,Medium
4129,2915,Refund Request,4/2/2024,,Open,Medium
4130,1687,Account Update,6/3/2024,6/6/2024,Closed,Low
4131,4690,Account Update,5/12/2024,,Open,Medium
4132,1612,Payment Issue,1/26/2024,,Open,Low
4133,3307,Account Update,6/6/2024,,Open,Low
4134,4037,Refund Request,3/18/2024,,In Progress,Low
4135,4013,Account Update,4/6/2024,4/10/2024,Closed,High
4136,3413,Login Issue,6/11/2024,,Open,Low
4137,2781,Payment Issue,3/15/2024,,Open,Medium
4138,2810,Payment Issue,4/25/2024,,In Progress,Low
4139,3591,Refund Request,6/9/2024,6/12/2024,Closed,Medium
4140,3696,Account Update,3/10/2024,3/17/2024,Closed,High
4141,2547,Login Issue,6/4/2024,,In Progress,Low
4142,2930,Account Update,2/5/2024,2/11/2024,Closed,High
4143,3861,Technical Bug,2/18/2024,,Open,High
4144,4958,Account Update,2/22/2024,2/26/2024,Closed,Medium
4145,4087,Refund Request,5/9/2024,,In Progress,Low
4146,2152,Account Update,3/20/2024,,In Progress,High
4147,1574,Payment Issue,3/11/2024,,Open,High
4148,4180,Login Issue,1/21/2024,,Open,High
4149,2910,Refund Request,2/4/2024,,Open,High
4150,2012,Technical Bug,6/22/2024,6/27/2024,Closed,Medium
4151,4604,Login Issue,3/26/2024,3/29/2024,Closed,Medium
4152,1669,Login Issue,4/24/2024,,Open,Medium
4153,1268,Payment Issue,6/24/2024,7/2/2024,Closed,Low
4154,4233,Payment Issue,1/22/2024,1/29/2024,Closed,Medium
4155,2283,Payment Issue,5/13/2024,5/22/2024,Closed,Medium
4156,1923,Refund Request,4/29/2024,,In Progress,Medium
4157,2125,Account Update,6/9/2024,6/14/2024,Closed,High
4158,2529,Login Issue,2/8/2024,2/9/2024,Closed,Low
4159,2758,Account Update,2/12/2024,2/21/2024,Closed,Low
4160,2594,Account Update,6/1/2024,,In Progress,Low
4161,1246,Payment Issue,5/25/2024,,Open,Low
4162,4711,Account Update,2/10/2024,,In Progress,Medium
4163,4866,Login Issue,5/7/2024,,Open,High
4164,4908,Login Issue,4/27/2024,,Open,Medium
4165,2560,Technical Bug,2/4/2024,,Open,Low
4166,3178,Refund Request,1/24/2024,,In Progress,Low
4167,3400,Account Update,4/13/2024,4/18/2024,Closed,Medium
4168,3243,Refund Request,2/9/2024,,Open,Low
4169,4864,Refund Request,3/27/2024,,In Progress,Medium
4170,2939,Refund Request,1/29/2024,2/3/2024,Closed,Low
4171,1929,Refund Request,5/17/2024,,In Progress,Low
4172,4737,Login Issue,3/19/2024,,Open,Medium
4173,4453,Account Update,5/17/2024,,Open,Medium
4174,4069,Technical Bug,3/4/2024,3/14/2024,Closed,Low
4175,3692,Refund Request,4/26/2024,4/27/2024,Closed,High
4176,1226,Technical Bug,6/5/2024,6/12/2024,Closed,Low
4177,3748,Login Issue,4/7/2024,4/12/2024,Closed,Low
4178,4547,Login Issue,5/25/2024,6/2/2024,Closed,Medium
4179,4548,Payment Issue,5/9/2024,,Open,Medium
4180,1264,Refund Request,6/1/2024,6/7/2024,Closed,Low
4181,2395,Payment Issue,3/25/2024,3/31/2024,Closed,Medium
4182,4557,Technical Bug,2/20/2024,,Open,Low
4183,2457,Account Update,4/4/2024,,Open,High
4184,1645,Payment Issue,1/22/2024,1/30/2024,Closed,Medium
4185,3258,Login Issue,1/9/2024,,In Progress,Low
4186,4643,Refund Request,3/31/2024,,Open,Low
4187,4448,Technical Bug,3/29/2024,,Open,Medium
4188,2418,Login Issue,3/29/2024,,Open,Medium
